0,TRUE,0.035
1,TRUE,0.035
2,TRUE,0.035
3,TRUE,0.035
4,TRUE,0.035
5,TRUE,0.035
6,TRUE,0.035
7,TRUE,0.035
8,TRUE,0.035
9,TRUE,0.035
10,TRUE,0.035
11,TRUE,0.035
12,TRUE,0.035
13,TRUE,0.035
14,TRUE,0.035
15,TRUE,0.035
16,TRUE,0.035
17,TRUE,0.035
18,TRUE,0.035
19,TRUE,0.035
20,TRUE,0.035
21,TRUE,0.035
22,TRUE,0.035
23,TRUE,0.035
24,TRUE,0.035
25,TRUE,0.035
26,TRUE,0.035
27,TRUE,0.035
28,TRUE,0.035
29,TRUE,0.035
30,TRUE,0.035
31,TRUE,0.035
32,TRUE,0.035
33,TRUE,0.035
34,TRUE,0.035
35,TRUE,0.035
36,TRUE,0.035
37,TRUE,0.035
38,TRUE,0.035
39,TRUE,0.035
40,TRUE,0.035
41,TRUE,0.035
42,TRUE,0.035
43,TRUE,0.035
44,TRUE,0.035
45,TRUE,0.035
46,TRUE,0.035
47,TRUE,0.035
48,TRUE,0.035
49,TRUE,0.035
50,TRUE,0.035
51,TRUE,0.035
52,TRUE,0.035
53,TRUE,0.035
54,TRUE,0.035
55,TRUE,0.035
56,TRUE,0.035
57,TRUE,0.035
58,TRUE,0.035
59,TRUE,0.035
60,TRUE,0.035
61,TRUE,0.035
62,TRUE,0.035
63,TRUE,0.035
64,TRUE,0.035
65,TRUE,0.035
66,TRUE,0.035
67,TRUE,0.035
68,TRUE,0.035
69,TRUE,0.035
70,TRUE,0.035
71,TRUE,0.035
72,TRUE,0.035
73,TRUE,0.035
74,TRUE,0.035
75,TRUE,0.035
76,TRUE,0.035
77,TRUE,0.035
78,TRUE,0.035
79,TRUE,0.035
80,TRUE,0.035
81,TRUE,0.035
82,TRUE,0.035
83,TRUE,0.035
84,TRUE,0.035
85,TRUE,0.035
86,TRUE,0.035
87,TRUE,0.035
88,TRUE,0.035
89,TRUE,0.035
90,TRUE,0.035
91,TRUE,0.035
92,TRUE,0.035
93,TRUE,0.035
94,TRUE,0.035
95,TRUE,0.035
96,TRUE,0.035
97,TRUE,0.035
98,TRUE,0.035
99,TRUE,0.035
100,TRUE,0.035
101,TRUE,0.035
102,TRUE,0.035
103,TRUE,0.035
104,TRUE,0.035
105,TRUE,0.035
106,TRUE,0.035
107,TRUE,0.035
108,TRUE,0.035
109,TRUE,0.035
110,TRUE,0.035
111,TRUE,0.035
112,TRUE,0.035
113,TRUE,0.035
114,TRUE,0.035
115,TRUE,0.035
116,TRUE,0.035
117,TRUE,0.035
118,TRUE,0.035
119,TRUE,0.035
0,FALSE,0.035
1,FALSE,0.035
2,FALSE,0.035
3,FALSE,0.035
4,FALSE,0.035
5,FALSE,0.035
6,FALSE,0.035
7,FALSE,0.035
8,FALSE,0.035
9,FALSE,0.035
10,FALSE,0.035
11,FALSE,0.035
12,FALSE,0.035
13,FALSE,0.035
14,FALSE,0.035
15,FALSE,0.035
16,FALSE,0.035
17,FALSE,0.035
18,FALSE,0.035
19,FALSE,0.035
20,FALSE,0.035
21,FALSE,0.035
22,FALSE,0.035
23,FALSE,0.035
24,FALSE,0.035
25,FALSE,0.035
26,FALSE,0.035
27,FALSE,0.035
28,FALSE,0.035
29,FALSE,0.035
30,FALSE,0.035
31,FALSE,0.035
32,FALSE,0.035
33,FALSE,0.035
34,FALSE,0.035
35,FALSE,0.035
36,FALSE,0.035
37,FALSE,0.035
38,FALSE,0.035
39,FALSE,0.035
40,FALSE,0.035
41,FALSE,0.035
42,FALSE,0.035
43,FALSE,0.035
44,FALSE,0.035
45,FALSE,0.035
46,FALSE,0.035
47,FALSE,0.035
48,FALSE,0.035
49,FALSE,0.035
50,FALSE,0.035
51,FALSE,0.035
52,FALSE,0.035
53,FALSE,0.035
54,FALSE,0.035
55,FALSE,0.035
56,FALSE,0.035
57,FALSE,0.035
58,FALSE,0.035
59,FALSE,0.035
60,FALSE,0.035
61,FALSE,0.035
62,FALSE,0.035
63,FALSE,0.035
64,FALSE,0.035
65,FALSE,0.035
66,FALSE,0.035
67,FALSE,0.035
68,FALSE,0.035
69,FALSE,0.035
70,FALSE,0.035
71,FALSE,0.035
72,FALSE,0.035
73,FALSE,0.035
74,FALSE,0.035
75,FALSE,0.035
76,FALSE,0.035
77,FALSE,0.035
78,FALSE,0.035
79,FALSE,0.035
80,FALSE,0.035
81,FALSE,0.035
82,FALSE,0.035
83,FALSE,0.035
84,FALSE,0.035
85,FALSE,0.035
86,FALSE,0.035
87,FALSE,0.035
88,FALSE,0.035
89,FALSE,0.035
90,FALSE,0.035
91,FALSE,0.035
92,FALSE,0.035
93,FALSE,0.035
94,FALSE,0.035
95,FALSE,0.035
96,FALSE,0.035
97,FALSE,0.035
98,FALSE,0.035
99,FALSE,0.035
100,FALSE,0.035
101,FALSE,0.035
102,FALSE,0.035
103,FALSE,0.035
104,FALSE,0.035
105,FALSE,0.035
106,FALSE,0.035
107,FALSE,0.035
108,FALSE,0.035
109,FALSE,0.035
110,FALSE,0.035
111,FALSE,0.035
112,FALSE,0.035
113,FALSE,0.035
114,FALSE,0.035
115,FALSE,0.035
116,FALSE,0.035
117,FALSE,0.035
118,FALSE,0.035
119,FALSE,0.035
